record_no,reason_claimed,archived_file,archived_path_now,archived_size,archived_sha256,claimed_canonical_file,canonical_path_resolved,canonical_size,canonical_sha256,size_delta,hash_match,content_test,disposition,risk_note,duplicate_copies_in_project
33,older_version,ORION__MASTER_INDEX__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__MASTER_INDEX__v1.1.txt,4405,b163004e3b9ed616ed150a81be8f2c30e5070c84a7bcbe175541135ec00c7fa8,ORION__MASTER_INDEX__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__MASTER_INDEX__v1.3.md,1680,1566ebef6e61b8a51648f8f60953c155bb29c0971eaba09cf564b8ccfb5dba75,2725,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,3
34,older_version,ORION__RUNBOOK__Perplexity_Space__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__RUNBOOK__Perplexity_Space__v1.1.md,2296,a743ae43b3c3cccf7d685105742252e2baefa6490452a3cb8ad042d025a145f7,ORION__RUNBOOK__Perplexity_Space__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.3.md,1477,9134f64cf2f282885b06fd1a051b7da7599b2e4c6a361465197ea4d4f79fa2c3,819,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,3
35,older_version,ORION__RUNBOOK__Perplexity_Space__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__RUNBOOK__Perplexity_Space__v1.1.txt,2296,a743ae43b3c3cccf7d685105742252e2baefa6490452a3cb8ad042d025a145f7,ORION__RUNBOOK__Perplexity_Space__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.3.md,1477,9134f64cf2f282885b06fd1a051b7da7599b2e4c6a361465197ea4d4f79fa2c3,819,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,3
36,older_version,STAGING_MANIFEST__v1.1.json,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/STAGING_MANIFEST__v1.1.json,7679,04f85771865260ccd8b3cf142323d67115ca891a791da6cd372a79cfaa752a2e,STAGING_MANIFEST__v2.2.json,04_DOCUMENTATION/ORION_Distribution/ChatGPT_Project_Library/ZIPWIZ.ORION.CHATGPT_PROJECT.PERPLEXITY_LIB.2026-02-08.BAY02_0943__STRUCTURED_ARCHIVE/library/STAGING_MANIFEST__v2.2.json,9054,7641569a047d17e71aebcdf8ca87beb1ef14d86eca8dea1144857eb597084566,-1375,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
37,older_version,L2_GUMAS_ENGINE__API_REFERENCE__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/L2_GUMAS_ENGINE__API_REFERENCE__v1.0.md,4933,fb8a17d6eb976d3c37a867186051d74ced0fbf4a4cc962e1c182ca00401fc39a,L2_GUMAS_ENGINE__API_REFERENCE__v1.1__NAMING_INTEGRATED__2026-02-09.md,02_DEVELOPMENT/Engine/Integration_Latest_v1.3/Engine Room/L2_GUMAS_ENGINE__API_REFERENCE__v1.1__NAMING_INTEGRATED__2026-02-09.md,7129,73c437fe30966678d39118e4f097690f1c9014549c23d77b2477f47b3c45c2a1,-2196,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,6
38,older_version,L2_GUMAS_ENGINE__API_REFERENCE__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/L2_GUMAS_ENGINE__API_REFERENCE__v1.0.txt,4933,fb8a17d6eb976d3c37a867186051d74ced0fbf4a4cc962e1c182ca00401fc39a,L2_GUMAS_ENGINE__API_REFERENCE__v1.1__NAMING_INTEGRATED__2026-02-09.md,02_DEVELOPMENT/Engine/Integration_Latest_v1.3/Engine Room/L2_GUMAS_ENGINE__API_REFERENCE__v1.1__NAMING_INTEGRATED__2026-02-09.md,7129,73c437fe30966678d39118e4f097690f1c9014549c23d77b2477f47b3c45c2a1,-2196,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,6
39,older_version,ORION__CANON_POLICY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__CANON_POLICY__v1.0.md,899,49333b9094fcae3654c618271f273bcbf0f78ddd42c6868fdcc69b3ef47ef540,ORION__CANON_POLICY__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__CANON_POLICY__v1.1.md,887,b63b3d4dfd220e90c33c6f675c1ffbc05fa08da205fe60e3d1c9ea0c4a24d522,12,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
40,older_version,ORION__CANON_POLICY__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__CANON_POLICY__v1.0.txt,899,49333b9094fcae3654c618271f273bcbf0f78ddd42c6868fdcc69b3ef47ef540,ORION__CANON_POLICY__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__CANON_POLICY__v1.1.md,887,b63b3d4dfd220e90c33c6f675c1ffbc05fa08da205fe60e3d1c9ea0c4a24d522,12,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
41,older_version,ORION__CLASSIFICATION_SYSTEM__AD__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__CLASSIFICATION_SYSTEM__AD__v1.0.md,1011,d7e0d9d8c392c226833f208f1d83da416d45d0dfcb20b5cd6d301d366438ace1,ORION__CLASSIFICATION_SYSTEM__AD__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__CLASSIFICATION_SYSTEM__AD__v1.1.md,786,a4131605b35cfdf081ae6ed64b6dd1ebe738618bc7e78faeac42f9afb72b58c4,225,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
42,older_version,ORION__CLASSIFICATION_SYSTEM__AD__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__CLASSIFICATION_SYSTEM__AD__v1.0.txt,1011,d7e0d9d8c392c226833f208f1d83da416d45d0dfcb20b5cd6d301d366438ace1,ORION__CLASSIFICATION_SYSTEM__AD__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__CLASSIFICATION_SYSTEM__AD__v1.1.md,786,a4131605b35cfdf081ae6ed64b6dd1ebe738618bc7e78faeac42f9afb72b58c4,225,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
43,older_version,ORION__DOC_METADATA_SCHEMA__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__DOC_METADATA_SCHEMA__v1.0.md,2144,7724df371575ed0fcad5592549c2b61919f1b12eb31a930f71c0d85a9fc62eee,ORION__DOC_METADATA_SCHEMA__v1.1.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__DOC_METADATA_SCHEMA__v1.1.md,963,006822c13dc76e4e840d20dd98c51352c9317547644c179a813b6d1fdda2ae9d,1181,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,5
44,older_version,ORION__DOC_METADATA_SCHEMA__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__DOC_METADATA_SCHEMA__v1.0.txt,2144,7724df371575ed0fcad5592549c2b61919f1b12eb31a930f71c0d85a9fc62eee,ORION__DOC_METADATA_SCHEMA__v1.1.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__DOC_METADATA_SCHEMA__v1.1.md,963,006822c13dc76e4e840d20dd98c51352c9317547644c179a813b6d1fdda2ae9d,1181,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,5
45,older_version,ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.0.md,762,2c2521b665b3eda43c939cab1cbb77804d31a5ac403e4bf014db7122272b5d3b,ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.1.md,830,35740dcdc1d188a4b7626bb394acebfc9b5e3c982aba1b21e464c3ce074998ac,-68,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,2
46,older_version,ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.0.txt,762,2c2521b665b3eda43c939cab1cbb77804d31a5ac403e4bf014db7122272b5d3b,ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__DRIFT_CONTAINMENT_PROTOCOL__v1.1.md,830,35740dcdc1d188a4b7626bb394acebfc9b5e3c982aba1b21e464c3ce074998ac,-68,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,2
47,older_version,ORION__L1_COMMAND_STRUCTURE__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_COMMAND_STRUCTURE__v1.0.md,704,1631421cb2402d8a8e90d2beab609d66c26cc994d7fcadf4e9ec4542b3a05b7c,ORION__L1_COMMAND_STRUCTURE__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_COMMAND_STRUCTURE__v1.1.md,618,68bbbed636cfe4902b640aca1defb7143fdc562693c0e95aad2420d2560fa369,86,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
48,older_version,ORION__L1_COMMAND_STRUCTURE__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_COMMAND_STRUCTURE__v1.0.txt,704,1631421cb2402d8a8e90d2beab609d66c26cc994d7fcadf4e9ec4542b3a05b7c,ORION__L1_COMMAND_STRUCTURE__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_COMMAND_STRUCTURE__v1.1.md,618,68bbbed636cfe4902b640aca1defb7143fdc562693c0e95aad2420d2560fa369,86,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
49,older_version,ORION__L1_DISPATCH_PROTOCOL__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_DISPATCH_PROTOCOL__v1.0.md,722,292631173f8f2bbad50571ef1590ff6d6a1a2e567553feed395e1165e6a9c748,ORION__L1_DISPATCH_PROTOCOL__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_DISPATCH_PROTOCOL__v1.1.md,691,1ef3d6076bd9b3cc8797730b7ddd072999a020bac786078f077f3ac6637dbaae,31,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,2
50,older_version,ORION__L1_DISPATCH_PROTOCOL__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_DISPATCH_PROTOCOL__v1.0.txt,722,292631173f8f2bbad50571ef1590ff6d6a1a2e567553feed395e1165e6a9c748,ORION__L1_DISPATCH_PROTOCOL__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_DISPATCH_PROTOCOL__v1.1.md,691,1ef3d6076bd9b3cc8797730b7ddd072999a020bac786078f077f3ac6637dbaae,31,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,2
51,older_version,ORION__L1_EMERGENCY_PROTOCOLS__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_EMERGENCY_PROTOCOLS__v1.0.md,645,45074f0b70e1b588cd43c7b0270dda25da8618f738f924ff857c1d9bed757ae3,ORION__L1_EMERGENCY_PROTOCOLS__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_EMERGENCY_PROTOCOLS__v1.1.md,599,c07ee43995f2dc411820aafbb6d9877d14c9e585f9397d763214dea5bf50abea,46,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,2
52,older_version,ORION__L1_EMERGENCY_PROTOCOLS__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_EMERGENCY_PROTOCOLS__v1.0.txt,645,45074f0b70e1b588cd43c7b0270dda25da8618f738f924ff857c1d9bed757ae3,ORION__L1_EMERGENCY_PROTOCOLS__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_EMERGENCY_PROTOCOLS__v1.1.md,599,c07ee43995f2dc411820aafbb6d9877d14c9e585f9397d763214dea5bf50abea,46,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,2
53,older_version,ORION__L1_OPERATIONS_RUNBOOK__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_OPERATIONS_RUNBOOK__v1.0.md,751,ee08381668e72faf3f70692c3ab8c151bf96e70c6d01e75054a4ff1e33a0d340,ORION__L1_OPERATIONS_RUNBOOK__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_OPERATIONS_RUNBOOK__v1.1.md,710,2eb995b5476dff502f29f029d6eb806cefd48b6fa5d5c17765b9dd3b26ef80d5,41,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,2
54,older_version,ORION__L1_OPERATIONS_RUNBOOK__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_OPERATIONS_RUNBOOK__v1.0.txt,751,ee08381668e72faf3f70692c3ab8c151bf96e70c6d01e75054a4ff1e33a0d340,ORION__L1_OPERATIONS_RUNBOOK__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_OPERATIONS_RUNBOOK__v1.1.md,710,2eb995b5476dff502f29f029d6eb806cefd48b6fa5d5c17765b9dd3b26ef80d5,41,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,2
55,older_version,ORION__L1_STATION_OVERVIEW__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_STATION_OVERVIEW__v1.0.md,1002,4a5420d5829a7d214a8a598f8290611123ceedf3b9f136caca1dd991da2dfcac,ORION__L1_STATION_OVERVIEW__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_STATION_OVERVIEW__v1.1.md,943,e7450bafc5a4fc68b8a484f3e9e09d0c47023c6e91501123fe27dfa917c105a6,59,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
56,older_version,ORION__L1_STATION_OVERVIEW__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_STATION_OVERVIEW__v1.0.txt,1002,4a5420d5829a7d214a8a598f8290611123ceedf3b9f136caca1dd991da2dfcac,ORION__L1_STATION_OVERVIEW__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_STATION_OVERVIEW__v1.1.md,943,e7450bafc5a4fc68b8a484f3e9e09d0c47023c6e91501123fe27dfa917c105a6,59,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
57,older_version,ORION__L1_SYSTEMS_BIBLE__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_SYSTEMS_BIBLE__v1.0.md,833,828135e25552ce1dbe6ca68b8b9191d778b9708016a051e01da6aa48d3ec06ec,ORION__L1_SYSTEMS_BIBLE__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_SYSTEMS_BIBLE__v1.1.md,741,b5045301b0515fb1ba28cd894ce067bb985be75b2cf68b3b66da14216f35a3f2,92,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
58,older_version,ORION__L1_SYSTEMS_BIBLE__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L1_SYSTEMS_BIBLE__v1.0.txt,833,828135e25552ce1dbe6ca68b8b9191d778b9708016a051e01da6aa48d3ec06ec,ORION__L1_SYSTEMS_BIBLE__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__L1_SYSTEMS_BIBLE__v1.1.md,741,b5045301b0515fb1ba28cd894ce067bb985be75b2cf68b3b66da14216f35a3f2,92,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
59,older_version,ORION__MASTER_INDEX__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__MASTER_INDEX__v1.1.md,4405,b163004e3b9ed616ed150a81be8f2c30e5070c84a7bcbe175541135ec00c7fa8,ORION__MASTER_INDEX__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__MASTER_INDEX__v1.3.md,1680,1566ebef6e61b8a51648f8f60953c155bb29c0971eaba09cf564b8ccfb5dba75,2725,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,3
60,older_version,ORION__MASTER_INDEX__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__MASTER_INDEX__v1.1.txt,4405,b163004e3b9ed616ed150a81be8f2c30e5070c84a7bcbe175541135ec00c7fa8,ORION__MASTER_INDEX__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__MASTER_INDEX__v1.3.md,1680,1566ebef6e61b8a51648f8f60953c155bb29c0971eaba09cf564b8ccfb5dba75,2725,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,3
61,older_version,ORION__MASTER_INDEX__v1.2.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__MASTER_INDEX__v1.2.md,2011,b7a2b27cf5537f149632dd100cdf42f628f4d9e6163837f43a78d65fd5129765,ORION__MASTER_INDEX__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__MASTER_INDEX__v1.3.md,1680,1566ebef6e61b8a51648f8f60953c155bb29c0971eaba09cf564b8ccfb5dba75,331,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
62,older_version,ORION__MASTER_INDEX__v1.2.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__MASTER_INDEX__v1.2.txt,2011,b7a2b27cf5537f149632dd100cdf42f628f4d9e6163837f43a78d65fd5129765,ORION__MASTER_INDEX__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__MASTER_INDEX__v1.3.md,1680,1566ebef6e61b8a51648f8f60953c155bb29c0971eaba09cf564b8ccfb5dba75,331,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
63,older_version,ORION__PICARD_DELTA_3__ETHICS_LAYER__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__PICARD_DELTA_3__ETHICS_LAYER__v1.0.md,833,77e3842160e5bdf03b6f0fd0a45bbb279c2cde221836d136fa5e4395656f39fa,ORION__PICARD_DELTA_3__ETHICS_LAYER__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__PICARD_DELTA_3__ETHICS_LAYER__v1.1.md,870,24eaca5eba8baf151e6a153cfb39732e2d13c70f01bbdb6ddc774da219112f4e,-37,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
64,older_version,ORION__PICARD_DELTA_3__ETHICS_LAYER__v1.0.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__PICARD_DELTA_3__ETHICS_LAYER__v1.0.txt,833,77e3842160e5bdf03b6f0fd0a45bbb279c2cde221836d136fa5e4395656f39fa,ORION__PICARD_DELTA_3__ETHICS_LAYER__v1.1.md,01_OPERATIONS/ORION_Operational_Library_v2_0/LATEST/ORION__PICARD_DELTA_3__ETHICS_LAYER__v1.1.md,870,24eaca5eba8baf151e6a153cfb39732e2d13c70f01bbdb6ddc774da219112f4e,-37,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
65,older_version,ORION__RUNBOOK__Perplexity_Space__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.1.md,2296,a743ae43b3c3cccf7d685105742252e2baefa6490452a3cb8ad042d025a145f7,ORION__RUNBOOK__Perplexity_Space__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.3.md,1477,9134f64cf2f282885b06fd1a051b7da7599b2e4c6a361465197ea4d4f79fa2c3,819,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,3
66,older_version,ORION__RUNBOOK__Perplexity_Space__v1.1.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.1.txt,2296,a743ae43b3c3cccf7d685105742252e2baefa6490452a3cb8ad042d025a145f7,ORION__RUNBOOK__Perplexity_Space__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.3.md,1477,9134f64cf2f282885b06fd1a051b7da7599b2e4c6a361465197ea4d4f79fa2c3,819,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,3
67,older_version,ORION__RUNBOOK__Perplexity_Space__v1.2.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.2.md,1550,21478468bb7b9e270a019ec6e138df8576ff8946a3adde979b01bdcf72830041,ORION__RUNBOOK__Perplexity_Space__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.3.md,1477,9134f64cf2f282885b06fd1a051b7da7599b2e4c6a361465197ea4d4f79fa2c3,73,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
68,older_version,ORION__RUNBOOK__Perplexity_Space__v1.2.txt,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/01_OLDER_VERSIONS/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.2.txt,1550,21478468bb7b9e270a019ec6e138df8576ff8946a3adde979b01bdcf72830041,ORION__RUNBOOK__Perplexity_Space__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.3.md,1477,9134f64cf2f282885b06fd1a051b7da7599b2e4c6a361465197ea4d4f79fa2c3,73,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
